Time,Temperature,Humidity
4/19/2021 12:00,23.2,25.3
4/19/2021 14:00,23.5,25.8
4/19/2021 16:00,23.4,26.8
4/19/2021 18:00,23.2,26
4/19/2021 20:00,23,26
4/19/2021 22:00,22.9,25
4/20/2021 0:00,22.7,25
4/20/2021 2:00,22.7,25
4/20/2021 4:00,22.8,25.3
4/20/2021 6:00,22.5,26.6
4/20/2021 8:00,22.9,25.7
4/20/2021 10:00,23.1,25.1
4/20/2021 12:00,23.5,24.3
4/20/2021 14:00,23.8,26.3
4/20/2021 16:00,23.7,27.5
4/20/2021 18:00,23.5,27
4/20/2021 20:00,23.2,27
4/20/2021 22:00,23.1,27
4/21/2021 0:00,22.9,27
4/21/2021 2:00,22.9,27
4/21/2021 4:00,23,27
4/21/2021 6:00,22.6,27.2
4/21/2021 8:00,21.6,25.8
4/21/2021 10:00,22.2,26.3
4/21/2021 12:00,22.7,22.9
4/21/2021 14:00,23.1,24.5
4/21/2021 16:00,23.6,27
4/21/2021 18:00,23.4,27
4/21/2021 20:00,23.2,27.7
4/21/2021 22:00,23.1,28
4/22/2021 0:00,23,28
4/22/2021 2:00,23,28
4/22/2021 4:00,23.2,28.3
4/22/2021 6:00,23.1,30.8
4/22/2021 8:00,23.3,29.8
4/22/2021 10:00,23.6,29.4
4/22/2021 12:00,24.1,27.8
4/22/2021 14:00,24.4,27.6
4/22/2021 16:00,24.3,29.3
4/22/2021 18:00,24,29
4/22/2021 20:00,23.8,28.4
4/22/2021 22:00,23.6,28.8
4/23/2021 0:00,23.5,28.3
4/23/2021 2:00,23.5,28
4/23/2021 4:00,23.5,27.8
4/23/2021 6:00,23.4,28.3
4/23/2021 8:00,23.5,26.9
4/23/2021 10:00,23.8,25.4
4/23/2021 12:00,24.3,23.2
4/23/2021 14:00,24.8,22.7
4/23/2021 16:00,24.8,26.9
4/23/2021 18:00,24.4,26.5
4/23/2021 20:00,24.1,26
4/23/2021 22:00,23.9,26
4/24/2021 0:00,23.7,26
4/24/2021 2:00,23.5,26.8
4/24/2021 4:00,23.3,26.9
4/24/2021 6:00,23.2,27
4/24/2021 8:00,23.3,27
4/24/2021 10:00,23.5,27
4/24/2021 12:00,24,26.3
4/24/2021 14:00,24.6,26
4/24/2021 16:00,24.5,26
4/24/2021 18:00,24.3,26
4/24/2021 20:00,24.1,27
4/24/2021 22:00,23.9,27.4
4/25/2021 0:00,23.7,28
4/25/2021 2:00,23.5,28
4/25/2021 4:00,23.4,28
4/25/2021 6:00,23.3,28.5
4/25/2021 8:00,23.3,29
4/25/2021 10:00,23.6,28.2
4/25/2021 12:00,24.1,28
4/25/2021 14:00,24.5,27.3
4/25/2021 16:00,24.5,27
4/25/2021 18:00,24.2,27.1
4/25/2021 20:00,24.1,28
4/25/2021 22:00,23.9,28
4/26/2021 0:00,23.8,28
4/26/2021 2:00,23.9,28
4/26/2021 4:00,24,28
4/26/2021 6:00,23.8,29.2
4/26/2021 8:00,23.6,30
4/26/2021 10:00,23.6,32
4/26/2021 12:00,23.5,34.8
4/26/2021 14:00,23.5,35.3
4/26/2021 16:00,23.4,36.7
4/26/2021 18:00,23.3,35.7
4/26/2021 20:00,23.2,35
4/26/2021 22:00,23.1,35
4/27/2021 0:00,23,35
4/27/2021 2:00,23,35
4/27/2021 4:00,23,34.6
4/27/2021 6:00,23,36.2
4/27/2021 8:00,22.9,36
4/27/2021 10:00,23,35.1
4/27/2021 12:00,22.7,34.6
4/27/2021 14:00,23,33.2
4/27/2021 16:00,23.5,35.4
4/27/2021 18:00,23.4,35
4/27/2021 20:00,23.3,34.4
4/27/2021 22:00,23.2,34
4/28/2021 0:00,23.1,34
4/28/2021 2:00,23,34
4/28/2021 4:00,23,34.3
4/28/2021 6:00,23,36
4/28/2021 8:00,23,35.1
4/28/2021 10:00,23.2,34.8
4/28/2021 12:00,23.6,34.3
4/28/2021 14:00,23.8,34
4/28/2021 16:00,23.8,35.2
4/28/2021 18:00,23.7,35.5
4/28/2021 20:00,23.6,35
4/28/2021 22:00,23.5,35
4/29/2021 0:00,23.4,35
4/29/2021 2:00,23.4,35
4/29/2021 4:00,23.3,35.5
4/29/2021 6:00,23.5,39.8
4/29/2021 8:00,23.4,40.9
4/29/2021 10:00,23.3,41.9
4/29/2021 12:00,23.2,42.3
4/29/2021 14:00,23.2,41.5
4/29/2021 16:00,23.2,42.6
4/29/2021 18:00,23,41.7
4/29/2021 20:00,22.9,41
4/29/2021 22:00,22.8,41
4/30/2021 0:00,22.7,41
4/30/2021 2:00,22.6,41
4/30/2021 4:00,22.4,41.6
4/30/2021 6:00,22.6,44.8
4/30/2021 8:00,22.1,47.3
4/30/2021 10:00,22.2,48.5
4/30/2021 12:00,22.4,48.3
4/30/2021 14:00,22.5,48.1
4/30/2021 16:00,22.7,47.9
4/30/2021 18:00,22.9,47.7
4/30/2021 20:00,22.8,46.2
4/30/2021 22:00,22.8,45.2
5/1/2021 0:00,22.7,45
5/1/2021 2:00,22.6,44
5/1/2021 4:00,22.5,44
5/1/2021 6:00,22.5,43.9
5/1/2021 8:00,22.6,43
5/1/2021 10:00,22.7,43
5/1/2021 12:00,22.8,43
5/1/2021 14:00,22.8,43
5/1/2021 16:00,22.7,43.5
5/1/2021 18:00,22.6,44
5/1/2021 20:00,22.6,44
5/1/2021 22:00,22.5,44
5/2/2021 0:00,22.4,44
5/2/2021 2:00,22.3,43.9
5/2/2021 4:00,22.2,43
5/2/2021 6:00,22.1,42.2
5/2/2021 8:00,22.2,41.9
5/2/2021 10:00,22.3,40.8
5/2/2021 12:00,22.5,39.7
5/2/2021 14:00,22.6,38.9
5/2/2021 16:00,22.6,38
5/2/2021 18:00,22.4,37.6
5/2/2021 20:00,22.3,36.7
5/2/2021 22:00,22.2,35.9
5/3/2021 0:00,22,35
5/3/2021 2:00,22,35
5/3/2021 4:00,21.9,34.5
5/3/2021 6:00,21.9,32.6
5/3/2021 8:00,21.8,30.3
5/3/2021 10:00,22.1,29.1
5/3/2021 12:00,22.6,28.3
5/3/2021 14:00,23,27.5
5/3/2021 16:00,23.1,30.8
5/3/2021 18:00,22.9,31.2
5/3/2021 20:00,22.8,32.3
5/3/2021 22:00,22.6,33
5/4/2021 0:00,22.5,33.3
5/4/2021 2:00,22.3,34
5/4/2021 4:00,22.3,33.6
5/4/2021 6:00,22.2,32.6
5/4/2021 8:00,22.3,33.2
5/4/2021 10:00,22.6,34.5
5/4/2021 12:00,23.1,34
5/4/2021 14:00,23.4,33.4
5/4/2021 16:00,23.4,35.8
5/4/2021 18:00,23.2,35
5/4/2021 20:00,23,35
5/4/2021 22:00,22.9,35
5/5/2021 0:00,22.8,35
5/5/2021 2:00,22.7,35
5/5/2021 4:00,22.6,35.3
5/5/2021 6:00,22.7,36.6
5/5/2021 8:00,22.7,36.8
5/5/2021 10:00,22.8,37
5/5/2021 12:00,23.1,37.3
5/5/2021 14:00,23.2,36.1
5/5/2021 16:00,23.3,37.5
5/5/2021 18:00,23.1,36.8
5/5/2021 20:00,22.9,36
5/5/2021 22:00,22.7,35.1
5/6/2021 0:00,22.5,34.1
5/6/2021 2:00,22.4,34
5/6/2021 4:00,22.2,33.1
5/6/2021 6:00,22.2,31.9
5/6/2021 8:00,21.8,28.5
5/6/2021 10:00,22,29.2
5/6/2021 12:00,22.4,31.3
5/6/2021 14:00,22.6,32.4
5/6/2021 16:00,22.6,34.3
5/6/2021 18:00,22.7,36
5/6/2021 20:00,22.6,36
5/6/2021 22:00,22.5,36
5/7/2021 0:00,22.5,36
5/7/2021 2:00,22.4,37
5/7/2021 4:00,22.5,37.8
5/7/2021 6:00,22.7,40.9
5/7/2021 8:00,22.7,40.8
5/7/2021 10:00,22.9,40.7
5/7/2021 12:00,23.2,38.9
5/7/2021 14:00,23.7,36.6
5/7/2021 16:00,23.7,37
5/7/2021 18:00,23.3,35.9
5/7/2021 20:00,23.1,34.6
5/7/2021 22:00,23,33.4
5/8/2021 0:00,22.8,32.5
5/8/2021 2:00,22.6,32
5/8/2021 4:00,22.4,32
5/8/2021 6:00,22.3,32
5/8/2021 8:00,22.3,32
5/8/2021 10:00,22.5,32
5/8/2021 12:00,22.9,31.7
5/8/2021 14:00,23.4,31
5/8/2021 16:00,23.4,31.4
5/8/2021 18:00,23.2,32
5/8/2021 20:00,23,32.3
5/8/2021 22:00,22.9,33
5/9/2021 0:00,22.7,33
5/9/2021 2:00,22.5,33.9
5/9/2021 4:00,22.4,34
5/9/2021 6:00,22.3,34
5/9/2021 8:00,22.4,34
5/9/2021 10:00,22.6,34
5/9/2021 12:00,23,33.9
5/9/2021 14:00,23.6,33
5/9/2021 16:00,23.6,33.5
5/9/2021 18:00,23.4,34
5/9/2021 20:00,23.2,34.1
5/9/2021 22:00,23.2,35
5/10/2021 0:00,23,35.2
5/10/2021 2:00,23,36
5/10/2021 4:00,23,36.2
5/10/2021 6:00,23.3,40
5/10/2021 8:00,23.2,39
5/10/2021 10:00,23.4,39.6
5/10/2021 12:00,23.7,40.6
5/10/2021 14:00,24,40.8
5/10/2021 16:00,24,42.2
5/10/2021 18:00,23.9,41
5/10/2021 20:00,23.8,40.7
5/10/2021 22:00,23.7,40
5/11/2021 0:00,23.6,40
5/11/2021 2:00,23.6,40
5/11/2021 4:00,23.6,40.5
5/11/2021 6:00,23.8,45.7
5/11/2021 8:00,23.5,47.6
5/11/2021 10:00,23.1,49.7
5/11/2021 12:00,23.2,50
5/11/2021 14:00,23.4,49.2
5/11/2021 16:00,23.4,50.3
5/11/2021 18:00,23.3,48.9
5/11/2021 20:00,23.3,48
5/11/2021 22:00,23.1,47
5/12/2021 0:00,23,46.3
5/12/2021 2:00,22.9,45.6
5/12/2021 4:00,22.9,45.1
5/12/2021 6:00,22.9,46.5
5/12/2021 8:00,23,45.5
5/12/2021 10:00,23.1,44.5
5/12/2021 12:00,22.9,38.8
5/12/2021 14:00,23.2,39
5/12/2021 16:00,23.2,42.3
5/12/2021 18:00,23.2,42
5/12/2021 20:00,23.1,42
5/12/2021 22:00,23.1,42
5/13/2021 0:00,22.9,41.7
5/13/2021 2:00,22.8,41
5/13/2021 4:00,22.7,41
5/13/2021 6:00,22.7,41.4
5/13/2021 8:00,22.8,40.9
5/13/2021 10:00,23.2,40.4
5/13/2021 12:00,23.4,37
5/13/2021 14:00,23.4,37.7
5/13/2021 16:00,23.3,39
5/13/2021 18:00,23.3,39
5/13/2021 20:00,23.2,39
5/13/2021 22:00,23.1,39
5/14/2021 0:00,23,39.2
5/14/2021 2:00,23,40
5/14/2021 4:00,22.9,40.3
5/14/2021 6:00,23.1,43.1
5/14/2021 8:00,23,43.3
5/14/2021 10:00,23.1,41.2
5/14/2021 12:00,23.6,40
5/14/2021 14:00,24,39.7
5/14/2021 16:00,23.8,41
5/14/2021 18:00,23.6,41
5/14/2021 20:00,23.4,41
5/14/2021 22:00,23.3,41
5/15/2021 0:00,23.2,41.8
5/15/2021 2:00,23,42
5/15/2021 4:00,22.9,42
5/15/2021 6:00,22.8,42
5/15/2021 8:00,22.9,42
5/15/2021 10:00,22.9,42
5/15/2021 12:00,23,42
5/15/2021 14:00,23,42
5/15/2021 16:00,23,42
5/15/2021 18:00,22.9,42
5/15/2021 20:00,22.8,42
5/15/2021 22:00,22.7,42.7
5/16/2021 0:00,22.6,43
5/16/2021 2:00,22.5,43
5/16/2021 4:00,22.4,43
5/16/2021 6:00,22.3,42.5
5/16/2021 8:00,22.5,42.3
5/16/2021 10:00,22.6,42
5/16/2021 12:00,22.7,42
5/16/2021 14:00,22.8,42
5/16/2021 16:00,22.8,42
5/16/2021 18:00,22.7,42
5/16/2021 20:00,22.7,42.2
5/16/2021 22:00,22.6,42.4
5/17/2021 0:00,22.5,43
5/17/2021 2:00,22.5,43
5/17/2021 4:00,22.5,43
5/17/2021 6:00,22.4,43.7
5/17/2021 8:00,22.7,42.8
5/17/2021 10:00,22.8,38.3
5/17/2021 12:00,23.1,33.5
5/17/2021 14:00,23.5,34
5/17/2021 16:00,23.6,35.8
5/17/2021 18:00,23.3,36
5/17/2021 20:00,23.1,36
5/17/2021 22:00,23,36
5/18/2021 0:00,22.8,36
5/18/2021 2:00,22.6,36
5/18/2021 4:00,22.3,35.9
5/18/2021 6:00,22.2,36.7
5/18/2021 8:00,22.3,35.5
5/18/2021 10:00,22.5,35
5/18/2021 12:00,22.8,32.3
5/18/2021 14:00,22.7,31.9
5/18/2021 16:00,22.7,35.1
5/18/2021 18:00,22.6,35.3
5/18/2021 20:00,22.5,35
5/18/2021 22:00,22.4,35.9
5/19/2021 0:00,22.2,36
5/19/2021 2:00,22.1,36.9
5/19/2021 4:00,22,37.2
5/19/2021 6:00,22,39.4
5/19/2021 8:00,22.1,38.9
5/19/2021 10:00,22.1,36
5/19/2021 12:00,22.4,33.3
5/19/2021 14:00,22.8,33.2
5/19/2021 16:00,22.8,35
5/19/2021 18:00,22.5,35
5/19/2021 20:00,22.3,34.3
5/19/2021 22:00,22.1,34
5/20/2021 0:00,22,34
5/20/2021 2:00,21.8,34
5/20/2021 4:00,21.5,34.3
5/20/2021 6:00,21.1,34.2
5/20/2021 8:00,21.4,33
5/20/2021 10:00,21.6,29.6
5/20/2021 12:00,22.1,27.8
5/20/2021 14:00,22.6,29.5
5/20/2021 16:00,22.7,31.8
5/20/2021 18:00,22.4,32
5/20/2021 20:00,22.3,32.1
5/20/2021 22:00,22.1,33
5/21/2021 0:00,21.9,33.1
5/21/2021 2:00,21.8,34
5/21/2021 4:00,21.6,34.2
5/21/2021 6:00,21.6,36
5/21/2021 8:00,22,35.5
5/21/2021 10:00,21.8,35.6
5/21/2021 12:00,21.9,36
5/21/2021 14:00,22.1,36.9
5/21/2021 16:00,22,38
5/21/2021 18:00,21.9,38
5/21/2021 20:00,21.9,37.4
5/21/2021 22:00,21.8,37
5/22/2021 0:00,21.7,36.2
5/22/2021 2:00,21.6,36.4
5/22/2021 4:00,21.6,37
5/22/2021 6:00,21.5,37.9
5/22/2021 8:00,21.6,38
5/22/2021 10:00,21.6,38.3
5/22/2021 12:00,21.8,38
5/22/2021 14:00,22.1,38
5/22/2021 16:00,22,38.5
5/22/2021 18:00,21.9,39
5/22/2021 20:00,21.8,39
5/22/2021 22:00,21.7,39.8
5/23/2021 0:00,21.7,40
5/23/2021 2:00,21.6,40.6
5/23/2021 4:00,21.5,41
5/23/2021 6:00,21.5,41
5/23/2021 8:00,21.4,41
5/23/2021 10:00,21.4,41
5/23/2021 12:00,21.7,40.6
5/23/2021 14:00,22.1,39.6
5/23/2021 16:00,22.1,39.5
5/23/2021 18:00,21.9,40
5/23/2021 20:00,21.7,40
5/23/2021 22:00,21.6,40.5
5/24/2021 0:00,21.5,41
5/24/2021 2:00,21.3,41
5/24/2021 4:00,21.2,41
5/24/2021 6:00,21.2,41
5/24/2021 8:00,21.2,41
5/24/2021 10:00,21.1,41.9
5/24/2021 12:00,21.1,42
5/24/2021 14:00,21.1,42.3
5/24/2021 16:00,21,43
5/24/2021 18:00,21,43
5/24/2021 20:00,20.9,43.6
5/24/2021 22:00,20.8,44
5/25/2021 0:00,20.7,44
5/25/2021 2:00,20.7,44
5/25/2021 4:00,20.6,44.5
5/25/2021 6:00,20.8,48.2
5/25/2021 8:00,20.8,50
5/25/2021 10:00,21,49.7
5/25/2021 12:00,21.4,47.9
5/25/2021 14:00,21.7,45.7
5/25/2021 16:00,21.8,44
5/25/2021 18:00,21.5,44.8
5/25/2021 20:00,21.3,44
5/25/2021 22:00,21,43
5/26/2021 0:00,20.9,42.2
5/26/2021 2:00,20.6,42
5/26/2021 4:00,20.4,40.6
5/26/2021 6:00,20.3,39.5
5/26/2021 8:00,20.4,38.4
5/26/2021 10:00,20.7,39.7
5/26/2021 12:00,21.3,40.5
5/26/2021 14:00,21.7,39
5/26/2021 16:00,21.6,40.5
5/26/2021 18:00,21.5,43.3
5/26/2021 20:00,21.4,43
5/26/2021 22:00,21.3,43
5/27/2021 0:00,21.2,43
5/27/2021 2:00,21.1,43
5/27/2021 4:00,21,43.8
5/27/2021 6:00,20.4,48.1
5/27/2021 8:00,21.1,46
5/27/2021 10:00,21.4,46
5/27/2021 12:00,21.4,47.9
5/27/2021 14:00,21.6,49.2
5/27/2021 16:00,21.7,49.4
5/27/2021 18:00,21.6,49
5/27/2021 20:00,21.4,48.4
5/27/2021 22:00,21.3,47.7
5/28/2021 0:00,21.1,46.9
5/28/2021 2:00,21,46
5/28/2021 4:00,20.8,44.5
5/28/2021 6:00,20.7,42.8
5/28/2021 8:00,20.8,41.3
5/28/2021 10:00,21.1,39.8
5/28/2021 12:00,21.6,39.5
5/28/2021 14:00,22.2,40.3
5/28/2021 16:00,22.1,42
5/28/2021 18:00,21.9,42.6
5/28/2021 20:00,21.8,43
5/28/2021 22:00,21.7,43
5/29/2021 0:00,21.6,43.9
5/29/2021 2:00,21.5,44
5/29/2021 4:00,21.4,44
5/29/2021 6:00,21.4,44
5/29/2021 8:00,21.5,43.7
5/29/2021 10:00,21.7,44
5/29/2021 12:00,21.7,44
5/29/2021 14:00,21.8,44
5/29/2021 16:00,21.8,43.7
5/29/2021 18:00,21.8,42.9
5/29/2021 20:00,21.7,42
5/29/2021 22:00,21.6,41
5/30/2021 0:00,21.5,40.3
5/30/2021 2:00,21.3,40.3
5/30/2021 4:00,21.2,41
5/30/2021 6:00,21.2,40.8
5/30/2021 8:00,21.3,41
5/30/2021 10:00,21.5,41
5/30/2021 12:00,21.8,40
5/30/2021 14:00,22.3,39
5/30/2021 16:00,22.4,38.9
5/30/2021 18:00,22.1,38.1
5/30/2021 20:00,21.9,38
5/30/2021 22:00,21.8,38
5/31/2021 0:00,21.7,37.5
5/31/2021 2:00,21.6,37.4
5/31/2021 4:00,21.5,38
5/31/2021 6:00,21.3,38.2
5/31/2021 8:00,21.5,38
5/31/2021 10:00,21.8,38.4
5/31/2021 12:00,22.3,38.3
5/31/2021 14:00,22.8,38.8
5/31/2021 16:00,22.8,41
5/31/2021 18:00,22.6,41
5/31/2021 20:00,22.4,41
5/31/2021 22:00,22.2,41
6/1/2021 0:00,22.1,41
6/1/2021 2:00,21.9,41
6/1/2021 4:00,21.9,41.2
6/1/2021 6:00,21.8,41
6/1/2021 8:00,22,41.2
6/1/2021 10:00,22.4,40.6
6/1/2021 12:00,23.3,39.4
6/1/2021 14:00,23.6,40
6/1/2021 16:00,23.5,41.9
6/1/2021 18:00,23.2,42
6/1/2021 20:00,23,42
6/1/2021 22:00,22.9,42
6/2/2021 0:00,22.8,42
6/2/2021 2:00,22.8,42
6/2/2021 4:00,22.7,42.1
6/2/2021 6:00,22.7,42.7
6/2/2021 8:00,22.7,43
6/2/2021 10:00,22.9,43
6/2/2021 12:00,23.3,42.4
6/2/2021 14:00,23.5,42
6/2/2021 16:00,23.5,42
6/2/2021 18:00,23.4,42
6/2/2021 20:00,23.3,42.5
6/2/2021 22:00,23.1,43
6/3/2021 0:00,23,43
6/3/2021 2:00,22.9,43
6/3/2021 4:00,22.8,43.4
6/3/2021 6:00,22.7,45
6/3/2021 8:00,23,44
6/3/2021 10:00,23.3,44.5
6/3/2021 12:00,24.1,45.1
6/3/2021 14:00,24,46.3
6/3/2021 16:00,24,47.3
6/3/2021 18:00,23.8,47
6/3/2021 20:00,23.7,46.3
6/3/2021 22:00,23.6,46
6/4/2021 0:00,23.5,46.1
6/4/2021 2:00,23.4,46.6
6/4/2021 4:00,23.4,47
6/4/2021 6:00,23.3,48.2
6/4/2021 8:00,23.5,48
6/4/2021 10:00,23.9,49.3
6/4/2021 12:00,24.1,48.8
6/4/2021 14:00,24.2,50.5
6/4/2021 16:00,24.2,52
6/4/2021 18:00,24.1,51.7
6/4/2021 20:00,24.1,51
6/4/2021 22:00,24,50
6/5/2021 0:00,23.9,50
6/5/2021 2:00,23.8,50
6/5/2021 4:00,23.7,49.3
6/5/2021 6:00,23.7,49
6/5/2021 8:00,23.8,49
6/5/2021 10:00,24,49
6/5/2021 12:00,24.1,49
6/5/2021 14:00,24.1,49
6/5/2021 16:00,24,49
6/5/2021 18:00,24,49.1
6/5/2021 20:00,23.9,50
6/5/2021 22:00,23.8,50
6/6/2021 0:00,23.7,49.9
6/6/2021 2:00,23.6,49.3
6/6/2021 4:00,23.5,49
6/6/2021 6:00,23.5,49.1
6/6/2021 8:00,23.6,49
6/6/2021 10:00,23.7,49
6/6/2021 12:00,23.9,49
6/6/2021 14:00,23.9,48.6
6/6/2021 16:00,23.9,48.8
6/6/2021 18:00,23.9,49
6/6/2021 20:00,23.8,49
6/6/2021 22:00,23.7,49.8
6/7/2021 0:00,23.6,50
6/7/2021 2:00,23.5,50.5
6/7/2021 4:00,23.5,51
6/7/2021 6:00,23.5,52.8
6/7/2021 8:00,23.6,53
6/7/2021 10:00,23.8,52.9
6/7/2021 12:00,24,52.3
6/7/2021 14:00,24,53
