Time,Temperature,Humidity,CO2,,
4/10/2021 12:00,26.2,19,1,,
4/10/2021 14:00,26.2,19,0.958,,
4/10/2021 16:00,25.7,19.6,0.0833,,
4/10/2021 18:00,25.1,20,0,,
4/10/2021 20:00,24.6,21,0,,
4/10/2021 22:00,24.3,21.8,0,,
4/11/2021 0:00,24,22,0,,
4/11/2021 2:00,23.9,22.7,0,,
4/11/2021 4:00,23.8,23.7,0,,
4/11/2021 6:00,23.8,24.5,0.833,,
4/11/2021 8:00,23.8,25.3,2.29,,
4/11/2021 10:00,23.9,26,1.79,,
4/11/2021 12:00,23.9,26,1.21,,
4/11/2021 14:00,23.8,26,1.96,,
4/11/2021 16:00,23.8,26.1,0.25,,
4/11/2021 18:00,23.7,26.8,0,,
4/11/2021 20:00,23.7,27,0,,
4/11/2021 22:00,23.6,27.3,0,,
4/12/2021 0:00,24.3,27.9,0,,
4/12/2021 2:00,25,27.1,0,,
4/12/2021 4:00,25.3,27.2,48.1,,
4/12/2021 6:00,25,29.4,128,,
4/12/2021 8:00,24.2,30.5,42.2,,
4/12/2021 10:00,22.7,33.1,34.2,,
4/12/2021 12:00,23.8,31.8,44,,
4/12/2021 14:00,24.8,30,16.3,,
4/12/2021 16:00,24.9,28.1,0,,
4/12/2021 18:00,24.5,27,0,,
4/12/2021 20:00,23.9,26.8,0,,
4/12/2021 22:00,23.6,26,0,,
4/13/2021 0:00,23.4,25.8,0,,
4/13/2021 2:00,23.9,24.3,0,,
4/13/2021 4:00,24.3,22.5,53,,
4/13/2021 6:00,24.6,21.3,203,,
4/13/2021 8:00,26,19,336,,
4/13/2021 10:00,25.2,16.7,134,,
4/13/2021 12:00,24.3,16.8,41.8,,
4/13/2021 14:00,25.3,17.3,28.1,,
4/13/2021 16:00,25.4,16.9,1,,
4/13/2021 18:00,24.8,16.1,0,,
4/13/2021 20:00,24.2,16.9,0,,
4/13/2021 22:00,23.9,17,0,,
4/14/2021 0:00,23.7,16.9,0,,
4/14/2021 2:00,24.2,16.6,0,,
4/14/2021 4:00,24.5,15.9,36,,
4/14/2021 6:00,24.5,15.8,201,,
4/14/2021 8:00,24.8,14.9,164,,
4/14/2021 10:00,24.9,13.2,91.3,,
4/14/2021 12:00,24.3,12.3,57.7,,
4/14/2021 14:00,25.6,14,25,,
4/14/2021 16:00,25.8,14,0.833,,
4/14/2021 18:00,25.2,13.7,0,,
4/14/2021 20:00,24.5,14,0,,
4/14/2021 22:00,24.2,14,0,,
4/15/2021 0:00,24,14,0,,
4/15/2021 2:00,24.6,14.9,0,,
4/15/2021 4:00,24.2,17.4,53.9,,
4/15/2021 6:00,23.7,19,139,,
4/15/2021 8:00,24.6,18.3,64.6,,
4/15/2021 10:00,24,17,52.9,,
4/15/2021 12:00,23.9,16.9,19.9,,
4/15/2021 14:00,25.4,18.2,17.1,,
4/15/2021 16:00,25.7,17.2,0.292,,
4/15/2021 18:00,25.2,17,0,,
4/15/2021 20:00,24.6,17,0,,
4/15/2021 22:00,24.3,17.4,0,,
4/16/2021 0:00,24.2,18,0,,
4/16/2021 2:00,24.7,17.7,0,,
4/16/2021 4:00,24.5,17,73,,
4/16/2021 6:00,24.3,17.7,132,,
4/16/2021 8:00,25.7,16.9,141,,
4/16/2021 10:00,26.1,15.3,60.3,,
4/16/2021 12:00,26.8,15.1,70.2,,
4/16/2021 14:00,27.1,15.6,12.6,,
4/16/2021 16:00,26.9,14.7,2.75,,
4/16/2021 18:00,26.2,15.3,0,,
4/16/2021 20:00,25.5,15.9,0,,
4/16/2021 22:00,24.9,16.7,0,,
4/17/2021 0:00,24.6,17,0,,
4/17/2021 2:00,24.7,17,0,,
4/17/2021 4:00,25.4,17,0.333,,
4/17/2021 6:00,26.1,17,7.92,,
4/17/2021 8:00,27.9,15.6,23.3,,
4/17/2021 10:00,28.7,14.8,15.5,,
4/17/2021 12:00,28.5,13.9,7.83,,
4/17/2021 14:00,28,13.6,15.7,,
4/17/2021 16:00,27.1,14,1.71,,
4/17/2021 18:00,26.2,14,0,,
4/17/2021 20:00,25.6,14.7,0,,
4/17/2021 22:00,25.2,15.7,0,,
4/18/2021 0:00,25,16,0,,
4/18/2021 2:00,24.8,16.7,0,,
4/18/2021 4:00,24.7,17.2,0.417,,
4/18/2021 6:00,24.7,18,5.63,,
4/18/2021 8:00,25.3,17,7.71,,
4/18/2021 10:00,25.4,16.6,5.83,,
4/18/2021 12:00,25.4,15.4,5.04,,
4/18/2021 14:00,25.3,15,2.96,,
4/18/2021 16:00,25.1,15.2,0.625,,
4/18/2021 18:00,24.9,16.3,0,,
4/18/2021 20:00,24.8,17,0,,
4/18/2021 22:00,24.7,17.6,0,,
4/19/2021 0:00,25.2,18,0,,
4/19/2021 2:00,25.8,18,0,,
4/19/2021 4:00,26.1,18,0.25,,
4/19/2021 6:00,25.9,18.4,4.63,,
4/19/2021 8:00,26.6,18,11,,
4/19/2021 10:00,27,17.5,4.67,,
4/19/2021 12:00,27.2,16.5,3.86,,
4/19/2021 14:00,27.3,16,4.92,,
4/19/2021 16:00,27.1,15,2.79,,
4/19/2021 18:00,26.5,15.2,0,,
4/19/2021 20:00,25.8,16,0,,
4/19/2021 22:00,25.2,16,0,,
4/20/2021 0:00,24.9,17,0,,
4/20/2021 2:00,25.3,17.7,0,,
4/20/2021 4:00,25.8,18,0.375,,
4/20/2021 6:00,26,18.1,8.63,,
4/20/2021 8:00,28,16.8,24.8,,
4/20/2021 10:00,28.7,16,14.9,,
4/20/2021 12:00,28.4,18.5,6.42,,
4/20/2021 14:00,28.3,16.2,3.83,,
4/20/2021 16:00,27.9,15.9,1.29,,
4/20/2021 18:00,27.2,16.9,0,,
4/20/2021 20:00,26.5,18,0,,
4/20/2021 22:00,26,19,0,,
4/21/2021 0:00,25.3,20,0,,
4/21/2021 2:00,25.7,20,0,,
4/21/2021 4:00,25.4,20.3,1.78,,
4/21/2021 6:00,22,23.7,84.4,,
4/21/2021 8:00,22.7,22,186,,
4/21/2021 10:00,23,22.9,107,,
4/21/2021 12:00,25.6,20.4,16.4,,
4/21/2021 14:00,26.6,19,8.83,,
4/21/2021 16:00,26.8,20,2.46,,
4/21/2021 18:00,26.3,20.8,0,,
4/21/2021 20:00,25.8,22,0,,
4/21/2021 22:00,25.3,22,0,,
4/22/2021 0:00,25,22.8,0,,
4/22/2021 2:00,25.4,23,0,,
4/22/2021 4:00,24.7,24.6,63.7,,
4/22/2021 6:00,24.1,25.4,111,,
4/22/2021 8:00,25.7,24.5,58,,
4/22/2021 10:00,26.3,22.5,48.5,,
4/22/2021 12:00,26.8,20.1,40.4,,
4/22/2021 14:00,27.4,20.2,15.2,,
4/22/2021 16:00,27.3,19.9,0.958,,
4/22/2021 18:00,26.7,19.9,0,,
4/22/2021 20:00,26.1,20.4,0,,
4/22/2021 22:00,25.6,21,0,,
4/23/2021 0:00,25.2,21.8,0,,
4/23/2021 2:00,25.5,21.8,0,,
4/23/2021 4:00,25.6,21.2,62.3,,
4/23/2021 6:00,24.5,22.8,135,,
4/23/2021 8:00,25.9,21.3,36,,
4/23/2021 10:00,27.3,18.9,89.8,,
4/23/2021 12:00,28,17.2,63.8,,
4/23/2021 14:00,28,17.1,3.79,,
4/23/2021 16:00,27.7,15.9,2.25,,
4/23/2021 18:00,27,16.3,0,,
4/23/2021 20:00,26.4,17,0,,
4/23/2021 22:00,25.8,17.5,0,,
4/24/2021 0:00,25.3,18.6,0,,
4/24/2021 2:00,25.2,19,0,,
4/24/2021 4:00,25.8,19,0,,
4/24/2021 6:00,26.4,19,9.21,,
4/24/2021 8:00,28.4,17.5,17.8,,
4/24/2021 10:00,29.2,17,11.5,,
4/24/2021 12:00,29.1,17,5.67,,
4/24/2021 14:00,28.6,17,3.29,,
4/24/2021 16:00,28,17.5,1.42,,
4/24/2021 18:00,27.2,18.9,0,,
4/24/2021 20:00,26.6,19.8,0,,
4/24/2021 22:00,26.1,20.4,0,,
4/25/2021 0:00,25.6,21.1,0,,
4/25/2021 2:00,25.2,21.8,0,,
4/25/2021 4:00,24.8,22,0.0417,,
4/25/2021 6:00,24.9,22.3,8.58,,
4/25/2021 8:00,26.5,21.8,17.3,,
4/25/2021 10:00,27,21.5,11,,
4/25/2021 12:00,26.8,21,5.75,,
4/25/2021 14:00,26.2,21,3.21,,
4/25/2021 16:00,25.8,21,1.38,,
4/25/2021 18:00,25.4,21,0,,
4/25/2021 20:00,25,21,0,,
4/25/2021 22:00,24.8,21.5,0,,
4/26/2021 0:00,25.3,22,0,,
4/26/2021 2:00,25.9,22.4,0,,
4/26/2021 4:00,26,22.3,38.6,,
4/26/2021 6:00,25.5,23.8,110,,
4/26/2021 8:00,25.3,24.7,44,,
4/26/2021 10:00,25.4,26,92.7,,
4/26/2021 12:00,25.9,27.2,47.1,,
4/26/2021 14:00,26.5,27.9,16.4,,
4/26/2021 16:00,26.6,27.9,0.292,,
4/26/2021 18:00,26.2,28.4,0,,
4/26/2021 20:00,25.7,28.1,0,,
4/26/2021 22:00,25.3,28.3,0,,
4/27/2021 0:00,24.9,28.8,0,,
4/27/2021 2:00,25.2,29,0,,
4/27/2021 4:00,25.5,29,39.6,,
4/27/2021 6:00,25.1,29.8,108,,
4/27/2021 8:00,24.5,29,44,,
4/27/2021 10:00,24.4,29,96.5,,
4/27/2021 12:00,25.6,28.5,68.2,,
4/27/2021 14:00,26.6,28.3,20.4,,
4/27/2021 16:00,26.6,27,1.13,,
4/27/2021 18:00,26.1,26.8,0,,
4/27/2021 20:00,25.7,27,0,,
4/27/2021 22:00,25.3,27,0,,
4/28/2021 0:00,24.9,27.6,0,,
4/28/2021 2:00,25.1,28,0,,
4/28/2021 4:00,25.3,28.4,45.8,,
4/28/2021 6:00,25,29.8,150,,
4/28/2021 8:00,25.5,28.7,89.2,,
4/28/2021 10:00,26.3,27.5,37.5,,
4/28/2021 12:00,27.4,26.1,29.7,,
4/28/2021 14:00,27.4,26.7,15.8,,
4/28/2021 16:00,27.1,26,0.333,,
4/28/2021 18:00,26.5,26,0,,
4/28/2021 20:00,26,26.5,0,,
4/28/2021 22:00,25.6,27.2,0,,
4/29/2021 0:00,25.3,28.4,0,,
4/29/2021 2:00,25.5,30.4,0,,
4/29/2021 4:00,25.4,32.2,53.8,,
4/29/2021 6:00,24.5,34.6,120,,
4/29/2021 8:00,24.2,35.4,139,,
4/29/2021 10:00,23.8,36.1,28.4,,
4/29/2021 12:00,23.3,35.8,17.9,,
4/29/2021 14:00,23.5,35.5,4.79,,
4/29/2021 16:00,23.5,35.5,0.25,,
4/29/2021 18:00,23.4,36.6,0,,
4/29/2021 20:00,23.3,37,0,,
4/29/2021 22:00,23.2,37,0,,
4/30/2021 0:00,23.1,37,0,,
4/30/2021 2:00,23,37,0,,
4/30/2021 4:00,22.7,38.2,43.2,,
4/30/2021 6:00,22.6,41.3,99.6,,
4/30/2021 8:00,22.9,42.2,20.9,,
4/30/2021 10:00,23,42,7.71,,
4/30/2021 12:00,23.2,43.7,47.5,,
4/30/2021 14:00,23.3,45.3,8.13,,
4/30/2021 16:00,23.2,44.8,1.04,,
4/30/2021 18:00,23,44.1,0,,
4/30/2021 20:00,22.9,44,0,,
4/30/2021 22:00,22.8,43.6,0,,
5/1/2021 0:00,22.7,43,0,,
5/1/2021 2:00,22.6,43,0,,
5/1/2021 4:00,22.6,43,0,,
5/1/2021 6:00,22.7,42.6,8.17,,
5/1/2021 8:00,23.2,41.1,15.9,,
5/1/2021 10:00,23.9,40,5.33,,
5/1/2021 12:00,23.5,41.6,1,,
5/1/2021 14:00,23.3,44.3,0.208,,
5/1/2021 16:00,23.1,45.5,0,,
5/1/2021 18:00,23,46,0,,
5/1/2021 20:00,22.9,45.5,0,,
5/1/2021 22:00,22.7,44.3,0,,
5/2/2021 0:00,22.5,43.8,0,,
5/2/2021 2:00,22.4,42,0,,
5/2/2021 4:00,22.2,39.5,0,,
5/2/2021 6:00,22.1,39.4,1.17,,
5/2/2021 8:00,22.2,38.8,4.88,,
5/2/2021 10:00,22.6,35.8,9.5,,
5/2/2021 12:00,23,34,6.21,,
5/2/2021 14:00,22.8,34,2.38,,
5/2/2021 16:00,22.5,32.9,0.417,,
5/2/2021 18:00,22.2,31,0,,
5/2/2021 20:00,22,29.2,0,,
5/2/2021 22:00,21.9,27.8,0,,
5/3/2021 0:00,21.8,27,0,,
5/3/2021 2:00,21.8,27.8,0,,
5/3/2021 4:00,21.7,28.3,28.1,,
5/3/2021 6:00,21.8,29.6,160,,
5/3/2021 8:00,22.8,26.7,53.7,,
5/3/2021 10:00,22.8,23.4,70.8,,
5/3/2021 12:00,23.2,23.8,70.3,,
5/3/2021 14:00,23.2,26.4,22.8,,
5/3/2021 16:00,22.9,27,1.88,,
5/3/2021 18:00,22.6,28,0,,
5/3/2021 20:00,22.4,29.3,0,,
5/3/2021 22:00,22.2,30,0,,
5/4/2021 0:00,22.1,30.9,0,,
5/4/2021 2:00,22,30,0,,
5/4/2021 4:00,21.8,29,51.4,,
5/4/2021 6:00,22.1,30.8,174,,
5/4/2021 8:00,23.6,30.5,47.7,,
5/4/2021 10:00,23.1,31.2,34.5,,
5/4/2021 12:00,23.5,30.2,63.6,,
5/4/2021 14:00,23.6,30.6,26.4,,
5/4/2021 16:00,23.3,31.3,1.21,,
5/4/2021 18:00,22.9,31,0,,
5/4/2021 20:00,22.7,31.6,0,,
5/4/2021 22:00,22.5,32,0,,
5/5/2021 0:00,22.3,32,0,,
5/5/2021 2:00,22.2,32.9,0,,
5/5/2021 4:00,22.1,33,53.5,,
5/5/2021 6:00,21.8,34.9,164,,
5/5/2021 8:00,22.3,34.8,171,,
5/5/2021 10:00,22.5,34.6,40.5,,
5/5/2021 12:00,23,35,50.1,,
5/5/2021 14:00,22.9,35.5,19.2,,
5/5/2021 16:00,22.6,33.8,0.667,,
5/5/2021 18:00,22.4,33.4,0,,
5/5/2021 20:00,22.1,29.8,0,,
5/5/2021 22:00,21.9,28,0,,
5/6/2021 0:00,21.8,28,0,,
5/6/2021 2:00,21.7,28.5,0,,
5/6/2021 4:00,21.3,29.3,92.2,,
5/6/2021 6:00,21,30.2,177,,
5/6/2021 8:00,22.3,29.2,162,,
5/6/2021 10:00,22.2,27.5,32.9,,
5/6/2021 12:00,22.2,29.8,44.6,,
5/6/2021 14:00,22.3,32.2,23.2,,
5/6/2021 16:00,22.2,33.5,0.333,,
5/6/2021 18:00,22,34.5,0,,
5/6/2021 20:00,21.9,35.2,0,,
5/6/2021 22:00,21.9,36.8,0,,
5/7/2021 0:00,21.8,38.7,0,,
5/7/2021 2:00,21.9,39.8,0,,
5/7/2021 4:00,21.7,40.7,91.8,,
5/7/2021 6:00,21.9,40.4,142,,
5/7/2021 8:00,23,40.2,96.5,,
5/7/2021 10:00,23.6,38.2,13.1,,
5/7/2021 12:00,23.4,36.3,53.2,,
5/7/2021 14:00,23.4,33.2,10.6,,
5/7/2021 16:00,22.9,32.6,2.25,,
5/7/2021 18:00,22.5,29.9,0,,
5/7/2021 20:00,22.2,28,0,,
5/7/2021 22:00,21.9,26,0,,
5/8/2021 0:00,21.8,25,0,,
5/8/2021 2:00,21.6,25.3,0,,
5/8/2021 4:00,21.5,26,0.292,,
5/8/2021 6:00,21.9,26.8,18,,
5/8/2021 8:00,23.7,23.8,28.8,,
5/8/2021 10:00,24,23.3,12,,
5/8/2021 12:00,23.9,24.5,4.38,,
5/8/2021 14:00,23.5,25.5,1.74,,
5/8/2021 16:00,23.3,26.5,2.96,,
5/8/2021 18:00,22.9,28,0,,
5/8/2021 20:00,22.7,29.1,0,,
5/8/2021 22:00,22.4,30,0,,
5/9/2021 0:00,22.3,30.9,0,,
5/9/2021 2:00,22.1,31,0,,
5/9/2021 4:00,21.9,31,0.0417,,
5/9/2021 6:00,22.3,30.9,18.3,,
5/9/2021 8:00,24.1,29.1,28.5,,
5/9/2021 10:00,24.6,29,12.4,,
5/9/2021 12:00,24.5,29.8,4.38,,
5/9/2021 14:00,24.1,30.8,2.04,,
5/9/2021 16:00,23.8,31.5,2.46,,
5/9/2021 18:00,23.4,32.6,0,,
5/9/2021 20:00,23.1,33.8,0,,
5/9/2021 22:00,22.9,35,0,,
5/10/2021 0:00,22.7,35.8,0,,
5/10/2021 2:00,22.6,36,0,,
5/10/2021 4:00,22.5,36.9,53.1,,
5/10/2021 6:00,22.5,40.1,168,,
5/10/2021 8:00,23.6,39.3,75.3,,
5/10/2021 10:00,23.9,38,19.3,,
5/10/2021 12:00,24.1,38,47.4,,
5/10/2021 14:00,24.3,39.8,15.6,,
5/10/2021 16:00,24.2,41.4,0.875,,
5/10/2021 18:00,23.9,40.3,0,,
5/10/2021 20:00,23.5,39,0,,
5/10/2021 22:00,23.3,39.3,0,,
5/11/2021 0:00,23.1,40,0,,
5/11/2021 2:00,23,40.1,0,,
5/11/2021 4:00,22.9,41.6,54.1,,
5/11/2021 6:00,23.3,45.3,137,,
5/11/2021 8:00,23.1,47.7,68.6,,
5/11/2021 10:00,22.9,49.5,24,,
5/11/2021 12:00,22.8,49,73.5,,
5/11/2021 14:00,22.9,51,1,,
5/11/2021 16:00,22.8,49.8,0.125,,
5/11/2021 18:00,22.6,48.4,0,,
5/11/2021 20:00,22.5,47.7,0,,
5/11/2021 22:00,22.3,46.8,0,,
5/12/2021 0:00,22.2,45.5,0,,
5/12/2021 2:00,22.1,44.8,0,,
5/12/2021 4:00,22,45.3,52,,
5/12/2021 6:00,22.3,46,161,,
5/12/2021 8:00,22.7,45.6,190,,
5/12/2021 10:00,22.7,43.3,63.4,,
5/12/2021 12:00,22.5,39.4,44.3,,
5/12/2021 14:00,22.7,40.2,24.3,,
5/12/2021 16:00,22.7,39.9,1.13,,
5/12/2021 18:00,22.4,40,0,,
5/12/2021 20:00,22.3,40,0,,
5/12/2021 22:00,22.2,39.8,0,,
5/13/2021 0:00,22.1,39.4,0,,
5/13/2021 2:00,22,39,0,,
5/13/2021 4:00,21.8,39.8,60,,
5/13/2021 6:00,21.8,40.8,171,,
5/13/2021 8:00,22.8,39.8,49,,
5/13/2021 10:00,23.3,38.1,109,,
5/13/2021 12:00,23.4,34.3,34.9,,
5/13/2021 14:00,23.3,35.9,13,,
5/13/2021 16:00,22.9,36.4,0,,
5/13/2021 18:00,22.6,37.3,0,,
5/13/2021 20:00,22.5,37.8,0,,
5/13/2021 22:00,22.4,38.1,0,,
5/14/2021 0:00,22.2,39,0,,
5/14/2021 2:00,22.2,39.6,0,,
5/14/2021 4:00,21.8,42.6,83.7,,
5/14/2021 6:00,21.8,46.2,168,,
5/14/2021 8:00,23.3,42.7,166,,
5/14/2021 10:00,23.4,37.3,66.6,,
5/14/2021 12:00,23.6,36.7,64,,
5/14/2021 14:00,23.5,38.1,2.5,,
5/14/2021 16:00,23.2,38.7,0,,
5/14/2021 18:00,22.9,40.5,0,,
5/14/2021 20:00,22.7,41,0,,
5/14/2021 22:00,22.5,42,0,,
5/15/2021 0:00,22.4,42,0,,
5/15/2021 2:00,22.2,42,0,,
5/15/2021 4:00,22.2,42,0,,
5/15/2021 6:00,22.2,42.9,1.38,,
5/15/2021 8:00,22.4,42.5,10.2,,
5/15/2021 10:00,22.8,41.1,9.71,,
5/15/2021 12:00,22.7,40.8,2.21,,
5/15/2021 14:00,22.7,41,1.75,,
5/15/2021 16:00,22.6,41.5,0.25,,
5/15/2021 18:00,22.4,43.4,0,,
5/15/2021 20:00,22.3,44,0,,
5/15/2021 22:00,22.1,44,0,,
5/16/2021 0:00,22,44,0,,
5/16/2021 2:00,21.9,43.6,0,,
5/16/2021 4:00,21.8,42.4,0.417,,
5/16/2021 6:00,22.3,41.6,18.5,,
5/16/2021 8:00,23.9,38.4,30.4,,
5/16/2021 10:00,23.8,37.9,5.79,,
5/16/2021 12:00,23.2,39.7,2.29,,
5/16/2021 14:00,22.9,40.7,1.67,,
5/16/2021 16:00,22.7,41.3,0.417,,
5/16/2021 18:00,22.5,43.2,0,,
5/16/2021 20:00,22.3,43.7,0,,
5/16/2021 22:00,22.2,44.3,0,,
5/17/2021 0:00,22.1,43.6,0,,
5/17/2021 2:00,22,43,0,,
5/17/2021 4:00,21.7,43.5,63.9,,
5/17/2021 6:00,22,43.7,252,,
5/17/2021 8:00,22,40.2,204,,
5/17/2021 10:00,21.7,32,84.8,,
5/17/2021 12:00,22.4,31.9,51.4,,
5/17/2021 14:00,22.9,32.8,18.5,,
5/17/2021 16:00,22.6,34,1.29,,
5/17/2021 18:00,22.3,33.8,0,,
5/17/2021 20:00,22,33,0,,
5/17/2021 22:00,21.8,33,0,,
5/18/2021 0:00,21.7,33.3,0,,
5/18/2021 2:00,21.6,34,0,,
5/18/2021 4:00,21.1,34.4,43.7,,
5/18/2021 6:00,21.5,35.7,213,,
5/18/2021 8:00,22.6,30.6,187,,
5/18/2021 10:00,22.9,29.1,77.6,,
5/18/2021 12:00,23,28.1,41,,
5/18/2021 14:00,22.8,30.6,12,,
5/18/2021 16:00,22.5,31,0.417,,
5/18/2021 18:00,22.2,31.7,0,,
5/18/2021 20:00,22,32.7,0,,
5/18/2021 22:00,21.9,34,0,,
5/19/2021 0:00,21.8,34.5,0,,
5/19/2021 2:00,21.6,35,0,,
5/19/2021 4:00,21.3,35.8,36.1,,
5/19/2021 6:00,21.6,37.5,151,,
5/19/2021 8:00,21.8,36,120,,
5/19/2021 10:00,21.9,31,90.8,,
5/19/2021 12:00,22.4,29.2,57.2,,
5/19/2021 14:00,22.4,30.7,14.3,,
5/19/2021 16:00,22.1,30.6,1.08,,
5/19/2021 18:00,21.8,31,0,,
5/19/2021 20:00,21.6,30.5,0,,
5/19/2021 22:00,21.4,29.5,0,,
5/20/2021 0:00,21.3,30.1,0,,
5/20/2021 2:00,21.3,31,0,,
5/20/2021 4:00,20.9,31.2,32.8,,
5/20/2021 6:00,21.5,32.1,230,,
5/20/2021 8:00,22,26.6,245,,
5/20/2021 10:00,21.9,24.1,152,,
5/20/2021 12:00,22.4,23.6,51,,
5/20/2021 14:00,22.6,25.7,18,,
5/20/2021 16:00,22.4,26,0.917,,
5/20/2021 18:00,22,27.1,0,,
5/20/2021 20:00,21.8,28.3,0,,
5/20/2021 22:00,21.7,29.1,0,,
5/21/2021 0:00,21.5,29.8,0,,
5/21/2021 2:00,21.4,30,0,,
5/21/2021 4:00,21.2,30.5,55.4,,
5/21/2021 6:00,21.6,33.2,156,,
5/21/2021 8:00,22,31.4,51.5,,
5/21/2021 10:00,21.9,31,34.6,,
5/21/2021 12:00,22.1,31.1,52.8,,
5/21/2021 14:00,22.2,32.9,7.21,,
5/21/2021 16:00,21.9,33.4,0.417,,
5/21/2021 18:00,21.7,33,0,,
5/21/2021 20:00,21.5,32.8,0,,
5/21/2021 22:00,21.4,32,0,,
5/22/2021 0:00,21.3,32.2,0,,
5/22/2021 2:00,21.4,33.5,0,,
5/22/2021 4:00,21.4,35,0.174,,
5/22/2021 6:00,21.5,36.5,20.9,,
5/22/2021 8:00,21.7,37,9.79,,
5/22/2021 10:00,22.1,37,19.7,,
5/22/2021 12:00,22.5,37.1,10.5,,
5/22/2021 14:00,22.4,37.7,5.08,,
5/22/2021 16:00,22.2,38,1.67,,
5/22/2021 18:00,21.9,38,0,,
5/22/2021 20:00,21.8,38.5,0,,
5/22/2021 22:00,21.6,39.5,0,,
5/23/2021 0:00,21.6,40,0,,
5/23/2021 2:00,21.4,40.8,0,,
5/23/2021 4:00,21.4,41.3,0.417,,
5/23/2021 6:00,21.4,41,1.04,,
5/23/2021 8:00,21.3,40.5,7,,
5/23/2021 10:00,21.5,40.5,13,,
5/23/2021 12:00,22,40.2,8.38,,
5/23/2021 14:00,21.9,38.9,2.54,,
