Time,Temperature,Humidity,CO2,illumination
4/9/2021 0:00,20.8,19.8,426,0
4/9/2021 2:00,20.8,20,426,0
4/9/2021 4:00,20.5,20.5,446,45.1
4/9/2021 6:00,19.8,23.5,690,246
4/9/2021 8:00,19.7,22.4,606,549
4/9/2021 10:00,21.2,20.2,515,904
4/9/2021 12:00,23.3,21.1,516,1027
4/9/2021 14:00,24.3,23.7,466,548
4/9/2021 16:00,23.8,21.8,452,83
4/9/2021 18:00,23,25.9,480,3.92
4/9/2021 20:00,22.6,25.9,462,0
4/9/2021 22:00,22.2,24.1,450,0
4/10/2021 0:00,21.9,24,449,0
4/10/2021 2:00,21.6,24,460,0
4/10/2021 4:00,21.5,24,472,20.2
4/10/2021 6:00,21.5,24.3,483,238
4/10/2021 8:00,21.8,24.3,465,439
4/10/2021 10:00,22.1,24,445,369
4/10/2021 12:00,22.3,24,439,212
4/10/2021 14:00,22.4,24,433,184
4/10/2021 16:00,22.3,24,432,29.1
4/10/2021 18:00,22,24,433,0
4/10/2021 20:00,21.8,24.8,443,0
4/10/2021 22:00,21.6,25.1,460,0
4/11/2021 0:00,21.4,26,469,0
4/11/2021 2:00,21.3,26.4,451,0
4/11/2021 4:00,21.2,27.4,444,6.75
4/11/2021 6:00,21.2,28,444,177
4/11/2021 8:00,21.6,28,439,443
4/11/2021 10:00,21.8,28,434,343
4/11/2021 12:00,21.8,28,427,268
4/11/2021 14:00,22,28,425,314
4/11/2021 16:00,21.9,28,423,46.3
4/11/2021 18:00,21.7,28.6,430,0
4/11/2021 20:00,21.5,29.2,435,0
4/11/2021 22:00,21.4,30,449,0
4/12/2021 0:00,21.5,30,459,0
4/12/2021 2:00,21.9,30,460,0
4/12/2021 4:00,22,31.6,486,14.3
4/12/2021 6:00,21.6,36.5,656,82.6
4/12/2021 8:00,21.1,39.7,634,308
4/12/2021 10:00,21.1,39.8,555,491
4/12/2021 12:00,21.2,37.5,544,150
4/12/2021 14:00,21.7,36.2,527,74.3
4/12/2021 16:00,21.3,36.8,490,6.46
4/12/2021 18:00,20.9,33.8,454,0
4/12/2021 20:00,20.6,32.7,435,0
4/12/2021 22:00,20.4,31.9,431,0
4/13/2021 0:00,20.2,31,426,0
4/13/2021 2:00,20.5,29.8,426,0
4/13/2021 4:00,20.5,26.9,442,43.2
4/13/2021 6:00,20.5,25.5,667,349
4/13/2021 8:00,20.7,22.8,583,687
4/13/2021 10:00,20.7,18.7,473,867
4/13/2021 12:00,22.5,19.2,514,943
4/13/2021 14:00,23.6,20.8,487,528
4/13/2021 16:00,23.1,23.9,493,77.3
4/13/2021 18:00,22.3,23,451,0.0833
4/13/2021 20:00,21.6,22,435,0
4/13/2021 22:00,21.1,22,429,0
4/14/2021 0:00,20.7,22,425,0
4/14/2021 2:00,20.7,22,422,0
4/14/2021 4:00,20.5,20.8,443,54
4/14/2021 6:00,20,20.3,630,229
4/14/2021 8:00,19.8,18.3,548,503
4/14/2021 10:00,20.2,14.8,465,793
4/14/2021 12:00,22.8,15,471,1267
4/14/2021 14:00,24.4,18.2,486,665
4/14/2021 16:00,23.9,20.4,486,89.1
4/14/2021 18:00,23,20,452,0.0833
4/14/2021 20:00,22.3,19.1,431,0
4/14/2021 22:00,21.9,19,423,0
4/15/2021 0:00,21.6,19.1,423,0
4/15/2021 2:00,21.6,19.6,425,0
4/15/2021 4:00,21.3,20.9,442,30.5
4/15/2021 6:00,20.3,24.4,569,332
4/15/2021 8:00,19.7,25.5,551,608
4/15/2021 10:00,20.3,21.7,484,888
4/15/2021 12:00,22,20.6,484,895
4/15/2021 14:00,23.4,22,485,454
4/15/2021 16:00,23.2,26.3,491,73.6
4/15/2021 18:00,22.5,23.6,443,0.125
4/15/2021 20:00,22,23,438,0
4/15/2021 22:00,21.5,23,440,0
4/16/2021 0:00,21.1,23,437,0
4/16/2021 2:00,21,23,434,0
4/16/2021 4:00,20.7,22.5,447,53.3
4/16/2021 6:00,20,23.8,658,226
4/16/2021 8:00,19.7,22.5,592,491
4/16/2021 10:00,21.4,21.3,544,797
4/16/2021 12:00,24.1,21,552,1242
4/16/2021 14:00,25.2,22.2,528,661
4/16/2021 16:00,24.8,23.9,501,78.5
4/16/2021 18:00,23.9,22.1,461,0.167
4/16/2021 20:00,23.1,22,453,0
4/16/2021 22:00,22.5,22,455,0
4/17/2021 0:00,21.9,22,451,0
4/17/2021 2:00,21.4,22.2,446,0
4/17/2021 4:00,21.1,22.5,444,54.6
4/17/2021 6:00,21,22.9,447,227
4/17/2021 8:00,21.8,22.3,440,528
4/17/2021 10:00,23.3,20.5,422,808
4/17/2021 12:00,24.6,19.1,417,1202
4/17/2021 14:00,25.5,20,415,802
4/17/2021 16:00,25,18.8,397,59.5
4/17/2021 18:00,24.1,19,396,0.167
4/17/2021 20:00,23.5,19,402,0
4/17/2021 22:00,23,19.9,408,0
4/18/2021 0:00,22.6,20.2,410,0
4/18/2021 2:00,22.2,21,419,0
4/18/2021 4:00,21.9,21.4,431,57
4/18/2021 6:00,21.8,22,427,229
4/18/2021 8:00,22.2,21.4,414,515
4/18/2021 10:00,22.8,21,413,617
4/18/2021 12:00,23.5,20.7,405,786
4/18/2021 14:00,24,20,400,519
4/18/2021 16:00,23.9,19.1,396,98.3
4/18/2021 18:00,23.4,19.1,396,0.167
4/18/2021 20:00,22.9,20,399,0
4/18/2021 22:00,22.5,20.7,410,0
4/19/2021 0:00,22.3,21,422,0
4/19/2021 2:00,22.2,21.9,436,0
4/19/2021 4:00,22,22.7,453,63.3
4/19/2021 6:00,21.2,25.8,563,320
4/19/2021 8:00,20.8,25.5,458,538
4/19/2021 10:00,21.8,23.9,462,543
4/19/2021 12:00,22.7,23,515,675
4/19/2021 14:00,24,26.6,523,537
4/19/2021 16:00,24,21.8,446,80.5
4/19/2021 18:00,23.5,21.4,435,0.25
4/19/2021 20:00,23,21.1,418,0
4/19/2021 22:00,22.6,21.4,414,0
4/20/2021 0:00,22.2,22,420,0
4/20/2021 2:00,22.1,22,431,0
4/20/2021 4:00,21.7,22.8,443,60.3
4/20/2021 6:00,21,26.4,646,276
4/20/2021 8:00,21.2,23.7,475,476
4/20/2021 10:00,22.6,22.1,438,630
4/20/2021 12:00,23.6,21.3,437,731
4/20/2021 14:00,24.7,25.1,511,529
4/20/2021 16:00,24.6,22.8,455,79
4/20/2021 18:00,24.1,22.2,446,0.208
4/20/2021 20:00,23.5,22.9,439,0
4/20/2021 22:00,23.2,23,437,0
4/21/2021 0:00,22.5,24,453,0
4/21/2021 2:00,22.5,24,458,0
4/21/2021 4:00,22.2,24.4,478,55.5
4/21/2021 6:00,21.6,27.4,666,274
4/21/2021 8:00,21.5,26.3,507,475
4/21/2021 10:00,22.6,25.2,445,847
4/21/2021 12:00,24.4,22.7,428,960
4/21/2021 14:00,25.4,25.1,491,470
4/21/2021 16:00,25.1,25.1,475,87
4/21/2021 18:00,24.5,24,439,0.292
4/21/2021 20:00,23.9,24.9,444,0
4/21/2021 22:00,23.4,25,443,0
4/22/2021 0:00,23.1,25.5,439,0
4/22/2021 2:00,23,25.5,449,0
4/22/2021 4:00,22.7,27,489,74
4/22/2021 6:00,21.7,30.9,583,247
4/22/2021 8:00,21.5,30.2,511,510
4/22/2021 10:00,23,27.6,478,892
4/22/2021 12:00,25.2,24.5,472,964
4/22/2021 14:00,26.1,26.3,490,426
4/22/2021 16:00,25.7,28.3,476,77.5
4/22/2021 18:00,25.1,25,439,0.25
4/22/2021 20:00,24.5,24,423,0
4/22/2021 22:00,23.9,24.8,426,0
4/23/2021 0:00,23.4,25,431,0
4/23/2021 2:00,23.2,25,440,0
4/23/2021 4:00,22.7,25.3,476,43.7
4/23/2021 6:00,21.9,27.6,672,180
4/23/2021 8:00,21.7,26,514,409
4/23/2021 10:00,23.4,24,487,734
4/23/2021 12:00,25.8,23,481,1214
4/23/2021 14:00,26.9,25,478,661
4/23/2021 16:00,26.5,25.8,470,65.6
4/23/2021 18:00,25.7,24.3,451,0.5
4/23/2021 20:00,24.9,23.2,434,0
4/23/2021 22:00,24.3,23,428,0
4/24/2021 0:00,23.6,23.3,441,0
4/24/2021 2:00,23.1,24,445,0
4/24/2021 4:00,22.7,24,447,34.9
4/24/2021 6:00,22.5,24,447,163
4/24/2021 8:00,23.1,23.8,430,404
4/24/2021 10:00,24.3,23,419,728
4/24/2021 12:00,25.8,22.1,409,1184
4/24/2021 14:00,26.6,21.8,405,641
4/24/2021 16:00,26.3,22,403,68.3
4/24/2021 18:00,25.6,22,411,0.583
4/24/2021 20:00,24.9,23,430,0
4/24/2021 22:00,24.3,24,443,0
4/25/2021 0:00,23.7,25,453,0
4/25/2021 2:00,23.2,25.2,451,0
4/25/2021 4:00,22.8,26,455,40.3
4/25/2021 6:00,22.5,26,449,189
4/25/2021 8:00,23.1,26,433,421
4/25/2021 10:00,24.3,25.5,424,740
4/25/2021 12:00,25.8,24.5,414,1135
4/25/2021 14:00,26.4,23.2,401,527
4/25/2021 16:00,26.1,23,403,83.3
4/25/2021 18:00,25.4,23,407,0.5
4/25/2021 20:00,24.7,23.9,416,0
4/25/2021 22:00,24.1,24,422,0
4/26/2021 0:00,23.8,24,437,0
4/26/2021 2:00,23.8,24.9,446,0
4/26/2021 4:00,23.6,25.8,460,36
4/26/2021 6:00,22.6,28.4,565,101
4/26/2021 8:00,22,31.3,527,162
4/26/2021 10:00,22.3,33.4,525,269
4/26/2021 12:00,22.9,36,579,268
4/26/2021 14:00,23.6,34.8,473,324
4/26/2021 16:00,23.6,35,473,33.1
4/26/2021 18:00,23.3,33.3,447,0.125
4/26/2021 20:00,23,33,442,0
4/26/2021 22:00,22.7,33,444,0
4/27/2021 0:00,22.5,33,447,0
4/27/2021 2:00,22.6,32.7,446,0
4/27/2021 4:00,22.8,32.8,461,29.4
4/27/2021 6:00,22.3,35.7,570,257
4/27/2021 8:00,21.3,37.3,488,520
4/27/2021 10:00,21.8,35.6,438,988
4/27/2021 12:00,24,32.9,457,1221
4/27/2021 14:00,25.6,31.5,450,681
4/27/2021 16:00,25.3,34.7,452,106
4/27/2021 18:00,24.7,31.1,421,0.583
4/27/2021 20:00,24.1,31,418,0
4/27/2021 22:00,23.6,31,415,0
4/28/2021 0:00,23.2,31.2,416,0
4/28/2021 2:00,23.2,31,420,0.0417
4/28/2021 4:00,23,32.2,446,76.6
4/28/2021 6:00,22.1,35.7,527,310
4/28/2021 8:00,21.7,35.6,478,464
4/28/2021 10:00,23.1,32.6,454,824
4/28/2021 12:00,24.9,31,467,918
4/28/2021 14:00,25.8,30.5,466,339
4/28/2021 16:00,25.4,32.3,458,77
4/28/2021 18:00,24.9,30.9,437,0.292
4/28/2021 20:00,24.5,30,422,0
4/28/2021 22:00,24,30.5,414,0
4/29/2021 0:00,23.6,31.7,413,0
4/29/2021 2:00,23.5,32.7,413,0
4/29/2021 4:00,23.4,35.4,428,16
4/29/2021 6:00,22.7,41.8,578,156
4/29/2021 8:00,21.9,45.2,533,305
4/29/2021 10:00,21.6,46.5,486,238
4/29/2021 12:00,21.8,44.7,502,340
4/29/2021 14:00,22.3,43.5,492,202
4/29/2021 16:00,22.3,45.2,486,35.6
4/29/2021 18:00,22,43.2,443,0.167
4/29/2021 20:00,21.8,43,441,0
4/29/2021 22:00,21.6,43,447,0
4/30/2021 0:00,21.5,43,447,0
4/30/2021 2:00,21.3,43,443,0
4/30/2021 4:00,20.9,44.9,455,25
4/30/2021 6:00,20.6,49.6,644,196
4/30/2021 8:00,21.1,50.5,624,399
4/30/2021 10:00,22,50,510,525
4/30/2021 12:00,22.4,49,497,394
4/30/2021 14:00,22.7,48,484,263
4/30/2021 16:00,23,47.1,470,132
4/30/2021 18:00,23.3,46.1,457,0.958
4/30/2021 20:00,22.9,45,450,0
4/30/2021 22:00,22.6,44.2,453,0
5/1/2021 0:00,22.3,44,460,0
5/1/2021 2:00,22,44,462,0.0417
5/1/2021 4:00,21.9,44,479,26.8
5/1/2021 6:00,21.9,43.7,472,306
5/1/2021 8:00,22.4,43,444,542
5/1/2021 10:00,23.1,42,431,434
5/1/2021 12:00,23.2,42.1,421,178
5/1/2021 14:00,22.9,43.1,417,75.9
5/1/2021 16:00,22.6,44,414,17.2
5/1/2021 18:00,22.3,44.9,418,0.0833
5/1/2021 20:00,22.1,45,424,0
5/1/2021 22:00,21.8,45,424,0
5/2/2021 0:00,21.6,45,425,0
5/2/2021 2:00,21.4,44.3,423,0
5/2/2021 4:00,21.1,43.3,419,27.2
5/2/2021 6:00,21.1,42.5,420,181
5/2/2021 8:00,21.4,41.1,412,502
5/2/2021 10:00,22,39.6,413,799
5/2/2021 12:00,23.1,37.3,409,857
5/2/2021 14:00,23.4,35.4,404,396
5/2/2021 16:00,23.1,34.8,405,95.2
5/2/2021 18:00,22.5,34.2,404,2.21
5/2/2021 20:00,21.9,34.2,408,0
5/2/2021 22:00,21.4,34,410,0
5/3/2021 0:00,21.3,33.1,410,0
5/3/2021 2:00,21.3,33,412,0.174
5/3/2021 4:00,21.2,32,441,45.5
5/3/2021 6:00,20.4,30.6,551,170
5/3/2021 8:00,20.3,29.3,507,374
5/3/2021 10:00,21.9,25.1,497,775
5/3/2021 12:00,23.8,23.7,453,1173
5/3/2021 14:00,25,25.3,459,662
5/3/2021 16:00,24.7,30.9,461,70.2
5/3/2021 18:00,23.9,29.2,436,1.33
5/3/2021 20:00,23.2,29.9,439,0
5/3/2021 22:00,22.6,31,447,0
5/4/2021 0:00,22.1,31.5,452,0
5/4/2021 2:00,22,31.5,442,0.0833
5/4/2021 4:00,21.8,30.6,441,63.7
5/4/2021 6:00,20.5,32.3,512,253
5/4/2021 8:00,21,34,513,638
5/4/2021 10:00,22.4,34.5,451,868
5/4/2021 12:00,24.2,31.2,455,1061
5/4/2021 14:00,25.3,31.3,455,652
5/4/2021 16:00,25,34.5,458,106
5/4/2021 18:00,24.4,31.4,424,1.08
5/4/2021 20:00,23.8,31.7,427,0
5/4/2021 22:00,23.2,33,435,0
5/5/2021 0:00,22.7,33,445,0
5/5/2021 2:00,22.6,33,448,0.0833
5/5/2021 4:00,22.2,33.9,463,53
5/5/2021 6:00,21.2,37.4,567,224
5/5/2021 8:00,21.5,38.1,530,542
5/5/2021 10:00,22.1,37.6,458,867
5/5/2021 12:00,23.8,35.6,459,578
5/5/2021 14:00,24.3,34.8,447,539
5/5/2021 16:00,24.1,35.4,449,113
5/5/2021 18:00,23.5,34.7,439,1.33
5/5/2021 20:00,22.8,34.8,429,0
5/5/2021 22:00,22.3,33.8,420,0
5/6/2021 0:00,21.8,32.8,420,0
5/6/2021 2:00,21.6,32,429,0.208
5/6/2021 4:00,21.2,31.5,463,84.2
5/6/2021 6:00,20.6,32.5,632,326
5/6/2021 8:00,20.4,30.5,525,350
5/6/2021 10:00,21.3,29,454,697
5/6/2021 12:00,22.7,30.3,453,506
5/6/2021 14:00,23.2,32.1,444,196
5/6/2021 16:00,23.1,35.7,458,62.6
5/6/2021 18:00,22.8,35,442,0.75
5/6/2021 20:00,22.5,35,432,0
5/6/2021 22:00,22.2,35,424,0
5/7/2021 0:00,22,35.8,421,0
5/7/2021 2:00,22.1,36,432,0.0833
5/7/2021 4:00,21.9,39,441,85
5/7/2021 6:00,21.5,42.6,541,212
5/7/2021 8:00,21.5,45,452,486
5/7/2021 10:00,23.1,40.7,460,562
5/7/2021 12:00,24.6,37,474,1041
5/7/2021 14:00,25.7,35,462,717
5/7/2021 16:00,25.3,35.9,459,75.9
5/7/2021 18:00,24.3,31.4,426,1.75
5/7/2021 20:00,23.6,30,416,0
5/7/2021 22:00,22.9,30,410,0
5/8/2021 0:00,22.4,30,411,0
5/8/2021 2:00,21.8,29.9,417,0.292
5/8/2021 4:00,21.3,29.3,427,45.4
5/8/2021 6:00,21.1,30,428,155
5/8/2021 8:00,21.8,29.9,421,365
5/8/2021 10:00,22.9,28.9,411,758
5/8/2021 12:00,24.4,28.1,405,1117
5/8/2021 14:00,25.3,27,400,676
5/8/2021 16:00,25,26.7,401,95.1
5/8/2021 18:00,24.3,26.9,406,1.63
5/8/2021 20:00,23.7,28.7,420,0
5/8/2021 22:00,23.1,29.6,433,0
5/9/2021 0:00,22.5,30.4,452,0
5/9/2021 2:00,22,31,454,0.292
5/9/2021 4:00,21.6,31.7,460,44.2
5/9/2021 6:00,21.4,32,449,151
5/9/2021 8:00,22,32,436,368
5/9/2021 10:00,23.3,31.1,425,767
5/9/2021 12:00,24.8,30.2,413,1090
5/9/2021 14:00,25.7,29.3,406,678
5/9/2021 16:00,25.4,29.2,404,93
5/9/2021 18:00,24.8,30.1,403,1.75
5/9/2021 20:00,24.2,31.3,419,0
5/9/2021 22:00,23.7,32.1,434,0
5/10/2021 0:00,23.4,33,451,0
5/10/2021 2:00,23.4,33,457,0.292
5/10/2021 4:00,23.2,34.9,468,86.5
5/10/2021 6:00,22.4,41.3,531,329
5/10/2021 8:00,22.7,40.9,487,593
5/10/2021 10:00,23.9,40.2,474,749
5/10/2021 12:00,25.3,38.2,501,777
5/10/2021 14:00,26,38.7,494,408
5/10/2021 16:00,25.8,40.6,461,97.5
5/10/2021 18:00,25.3,38.2,449,4.75
5/10/2021 20:00,24.9,37.3,443,0
5/10/2021 22:00,24.5,37,441,0
5/11/2021 0:00,24.1,37,452,0
5/11/2021 2:00,24.1,37,452,0.0417
5/11/2021 4:00,23.8,39.8,474,28.2
5/11/2021 6:00,22.4,51.3,480,107
5/11/2021 8:00,22.1,54.5,512,194
5/11/2021 10:00,22.9,53.7,686,292
5/11/2021 12:00,22.9,54,627,230
5/11/2021 14:00,23.6,51.8,533,88
5/11/2021 16:00,23.5,53.6,504,34.1
5/11/2021 18:00,23.2,50.5,460,0.5
5/11/2021 20:00,22.8,48.7,440,0
5/11/2021 22:00,22.5,47.8,433,0
5/12/2021 0:00,22.2,46.8,424,0
5/12/2021 2:00,22.2,45.8,421,0.167
5/12/2021 4:00,22.1,45.5,430,63.5
5/12/2021 6:00,21.5,48.2,524,271
5/12/2021 8:00,21.4,48.3,519,542
5/12/2021 10:00,22.3,44.1,469,677
5/12/2021 12:00,23.3,38.1,475,450
5/12/2021 14:00,23.8,39.2,468,292
5/12/2021 16:00,23.7,41.3,455,110
5/12/2021 18:00,23.4,40,431,2.75
5/12/2021 20:00,22.9,40.2,426,0
5/12/2021 22:00,22.5,40.3,430,0
5/13/2021 0:00,22.1,40.5,441,0
5/13/2021 2:00,22,40,455,0.375
5/13/2021 4:00,21.8,40.5,472,86.7
5/13/2021 6:00,20,43.8,480,273
5/13/2021 8:00,20.7,44,541,475
5/13/2021 10:00,22.2,40.8,462,843
5/13/2021 12:00,24,33.7,479,716
5/13/2021 14:00,24.3,35.2,469,170
5/13/2021 16:00,23.9,38,461,65.2
5/13/2021 18:00,23.5,37,430,1.63
5/13/2021 20:00,23.1,37.1,424,0
5/13/2021 22:00,22.7,38,426,0
5/14/2021 0:00,22.3,38.7,439,0
5/14/2021 2:00,22.3,39,448,0.167
5/14/2021 4:00,22.2,40.6,469,48.8
5/14/2021 6:00,21.2,46.8,493,258
5/14/2021 8:00,20.8,48.2,473,441
5/14/2021 10:00,22.4,39.5,453,718
5/14/2021 12:00,24.4,36.6,455,1262
5/14/2021 14:00,25.4,36.4,453,555
5/14/2021 16:00,25,41.2,465,11.8
5/14/2021 18:00,24.1,40.4,455,0.458
5/14/2021 20:00,23.4,41,439,0
5/14/2021 22:00,22.9,41,429,0
5/15/2021 0:00,22.5,41,432,0
5/15/2021 2:00,22.2,41.3,435,0.167
5/15/2021 4:00,21.9,42,434,25.3
5/15/2021 6:00,21.8,42,436,210
5/15/2021 8:00,22.1,42,429,593
5/15/2021 10:00,22.8,41.2,417,729
5/15/2021 12:00,23.1,40,412,379
5/15/2021 14:00,23.1,40,404,307
5/15/2021 16:00,23,40,404,75.9
5/15/2021 18:00,22.6,41,409,1.67
5/15/2021 20:00,22.3,42,415,0
5/15/2021 22:00,21.9,42.2,425,0
5/16/2021 0:00,21.6,43,435,0
5/16/2021 2:00,21.4,43,441,0.667
5/16/2021 4:00,21.2,43,441,55.7
5/16/2021 6:00,21.1,43,434,178
5/16/2021 8:00,21.8,42.7,426,479
5/16/2021 10:00,22.8,40.6,415,610
5/16/2021 12:00,23,40,411,380
5/16/2021 14:00,23,40,404,312
5/16/2021 16:00,22.9,40,402,84.8
5/16/2021 18:00,22.6,41.6,406,0.792
5/16/2021 20:00,22.3,42,413,0
5/16/2021 22:00,22,42.9,420,0
5/17/2021 0:00,21.9,43,421,0
5/17/2021 2:00,21.9,43,416,0.5
5/17/2021 4:00,21.8,42.9,429,47.1
5/17/2021 6:00,20.8,45.9,576,175
5/17/2021 8:00,21.5,43.9,552,499
5/17/2021 10:00,22.9,32.6,480,698
5/17/2021 12:00,24,30,479,1166
5/17/2021 14:00,25.1,32.5,470,755
5/17/2021 16:00,24.8,35,464,71.2
5/17/2021 18:00,24.1,33.8,428,4.21
5/17/2021 20:00,23.3,33.8,418,0
5/17/2021 22:00,22.6,34.2,419,0
5/18/2021 0:00,22,35.1,430,0
5/18/2021 2:00,21.5,36,448,0.875
5/18/2021 4:00,20.7,36.4,474,81.1
5/18/2021 6:00,19.7,39,599,203
5/18/2021 8:00,20.3,36.3,584,433
5/18/2021 10:00,21.7,33.4,523,751
5/18/2021 12:00,23.1,30.1,481,969
5/18/2021 14:00,23.4,32.4,492,288
5/18/2021 16:00,23,36,467,54.1
5/18/2021 18:00,22.5,35,444,1.25
5/18/2021 20:00,22,35.2,429,0
5/18/2021 22:00,21.6,36,422,0
5/19/2021 0:00,21.2,36.5,419,0
5/19/2021 2:00,20.9,37.4,424,0.667
5/19/2021 4:00,20.5,39,449,120
5/19/2021 6:00,19.9,42.2,601,335
5/19/2021 8:00,20.2,42.1,586,480
5/19/2021 10:00,21.3,34.6,518,855
5/19/2021 12:00,22.7,30.6,448,1066
5/19/2021 14:00,23.5,31,467,703
5/19/2021 16:00,23.2,32.4,456,95.9
5/19/2021 18:00,22.5,32,424,4.67
5/19/2021 20:00,21.8,32,416,0
5/19/2021 22:00,21.3,32.9,415,0
5/20/2021 0:00,20.8,33,419,0
5/20/2021 2:00,20.5,34,437,1
5/20/2021 4:00,19.7,34.5,461,47.2
5/20/2021 6:00,18.3,38.3,619,172
5/20/2021 8:00,19.7,33.8,587,478
5/20/2021 10:00,21.3,28.2,497,967
5/20/2021 12:00,23,25,460,1125
5/20/2021 14:00,23.9,27,465,765
5/20/2021 16:00,23.7,30.1,470,76
5/20/2021 18:00,23,28.4,431,3.83
5/20/2021 20:00,22.3,29.3,435,0
5/20/2021 22:00,21.7,30.7,450,0
5/21/2021 0:00,21.2,32.1,460,0
5/21/2021 2:00,20.7,33,469,1.13
5/21/2021 4:00,20.1,34.7,477,104
5/21/2021 6:00,19.3,38.5,580,367
5/21/2021 8:00,19.6,37.7,617,509
5/21/2021 10:00,20.3,37.3,563,565
5/21/2021 12:00,21.3,35.6,503,768
5/21/2021 14:00,21.9,36.8,512,339
5/21/2021 16:00,21.7,40.6,525,53.9
5/21/2021 18:00,21.4,38.8,466,0.25
5/21/2021 20:00,21.2,37.3,438,0
5/21/2021 22:00,20.9,35.5,415,0
5/22/2021 0:00,20.8,35,413,0
5/22/2021 2:00,20.5,36.2,411,0.167
5/22/2021 4:00,20.3,38.2,412,36
5/22/2021 6:00,20.3,39.7,415,264
5/22/2021 8:00,20.6,39.9,407,476
5/22/2021 10:00,21.2,38.8,406,841
5/22/2021 12:00,22.2,37.6,408,934
5/22/2021 14:00,22.7,37,403,579
5/22/2021 16:00,22.6,37.4,401,156
5/22/2021 18:00,22.1,38,403,6.75
5/22/2021 20:00,21.7,38.9,410,0
5/22/2021 22:00,21.3,40.4,431,0
5/23/2021 0:00,21,41.5,447,0
5/23/2021 2:00,20.8,42.5,452,0.625
5/23/2021 4:00,20.6,43.3,451,46.1
5/23/2021 6:00,20.5,43.3,436,81.9
5/23/2021 8:00,20.4,43,421,324
5/23/2021 10:00,20.7,42,414,721
5/23/2021 12:00,21.8,40.8,409,1040
5/23/2021 14:00,22.7,38.7,405,762
5/23/2021 16:00,22.7,38,403,120
5/23/2021 18:00,22.2,38,404,5.71
5/23/2021 20:00,21.6,39,415,0
5/23/2021 22:00,21.1,40,436,0
5/24/2021 0:00,20.7,41,463,0
5/24/2021 2:00,20.4,41.1,476,0.333
5/24/2021 4:00,20.1,42,484,54.6
5/24/2021 6:00,20.1,42,474,146
5/24/2021 8:00,20.1,42.7,451,201
5/24/2021 10:00,20.1,43.8,434,265
5/24/2021 12:00,20.2,44,422,332
5/24/2021 14:00,20.2,44.7,416,174
